,date,team1,score1,team2,score2
1788,2016-04-08,Epsilon,16,miMo,11
1789,2016-04-08,iNation,16,CS-GO.rs,6
1790,2016-04-08,KoN Finland,16,KoN Norway,7
1791,2016-04-08,gBots,15,AlienTech,19
1792,2016-04-08,gBots,16,AlienTech,12
1793,2016-04-08,gBots,16,AlienTech,5
1794,2016-04-08,Splyce,16,Echo Fox,10
1795,2016-04-08,Echo Fox,16,Splyce,11
1796,2016-04-08,Splyce,12,Echo Fox,16
1797,2016-04-08,Splyce,16,Echo Fox,10
1798,2016-04-08,Splyce,11,Echo Fox,16
1799,2016-04-09,k1ck,16,Galatics,5
1800,2016-04-09,k1ck,16,Galatics,13
1801,2016-04-09,Galatics,13,k1ck,16
1802,2016-04-09,Imp?rio Multim?dia,2,AlienTech,16
1803,2016-04-09,AlienTech,16,Imp?rio Multim?dia,2
1804,2016-04-09,Gambit,7,G2,16
1805,2016-04-09,k1ck,4,gBots,16
1806,2016-04-09,G2,16,Gambit,6
1807,2016-04-09,G2,16,Gambit,10
1808,2016-04-09,k1ck,16,gBots,8
1809,2016-04-09,gBots,11,k1ck,16
1810,2016-04-09,AlienTech,16,k1ck,9
1811,2016-04-09,AlienTech,16,k1ck,12
1812,2016-04-10,gBots,16,AlienTech,10
1813,2016-04-10,gBots,16,AlienTech,9
1814,2016-04-10,mousesports,16,Astralis,5
1815,2016-04-10,Astralis,16,mousesports,13
1816,2016-04-10,mousesports,3,Astralis,16
1817,2016-04-10,Virtus.pro,13,dignitas,16
1818,2016-04-10,dignitas,4,Virtus.pro,16
1819,2016-04-10,Virtus.pro,14,dignitas,16
1820,2016-04-10,gBots,16,k1ck,8
1821,2016-04-10,k1ck,16,gBots,14
1822,2016-04-10,k1ck,16,gBots,10
1823,2016-04-10,HellRaisers,16,Empire,8
1824,2016-04-10,HellRaisers,16,Empire,3
1825,2016-04-10,EnVyUs,16,G2,7
1826,2016-04-10,EnVyUs,6,G2,16
1827,2016-04-10,G2,20,EnVyUs,22
1828,2016-04-10,dignitas,16,FlipSid3,8
1829,2016-04-10,FlipSid3,16,dignitas,13
1830,2016-04-10,dignitas,16,FlipSid3,8
1831,2016-04-10,ALTERNATE aTTaX,16,PENTA,5
1832,2016-04-10,ALTERNATE aTTaX,13,PENTA,16
1833,2016-04-10,ALTERNATE aTTaX,12,PENTA,16
1834,2016-04-10,compLexity,5,NRG,16
1835,2016-04-11,OpTic,16,Without a Roof,8
1836,2016-04-11,Without a Roof,2,OpTic,16
1837,2016-04-11,Gambit,10,AGG,16
1838,2016-04-11,AGG,17,Gambit,19
1839,2016-04-11,Gambit,16,AGG,11
1840,2016-04-11,Tricked,16,Torpedo,14
1841,2016-04-11,Tricked,13,Torpedo,16
1842,2016-04-11,Torpedo,16,Tricked,11
1843,2016-04-11,PENTA,22,E-frag.net,19
1844,2016-04-11,FlipSid3,19,Method,15
1845,2016-04-11,FlipSid3,16,Method,13
1846,2016-04-11,E-frag.net,16,PENTA,6
1847,2016-04-11,PENTA,11,E-frag.net,16
1848,2016-04-11,GameAgents,16,Bpro,13
1849,2016-04-11,Deathtrap,19,Pixel,16
1850,2016-04-11,SK,16,CPH Wolves,6
1851,2016-04-11,CPH Wolves,19,SK,15
1852,2016-04-11,CPH Wolves,12,SK,16
1853,2016-04-11,PENTA,16,Gambit,14
1854,2016-04-11,Gambit,16,PENTA,11
1855,2016-04-11,PENTA,13,Gambit,16
1856,2016-04-12,TyLoo,7,Luminosity,16
1857,2016-04-12,mousesports,16,Liquid,13
1858,2016-04-12,Natus Vincere,16,GODSENT,11
1859,2016-04-12,G2,2,CLG,16
1860,2016-04-12,CSGL,9,Astralis,16
1861,2016-04-12,AGG,16,Epsilon,12
1862,2016-04-12,Epsilon,6,AGG,16
1863,2016-04-12,Epsilon,16,AGG,11
1864,2016-04-12,Epsilon,18,AGG,21
1865,2016-04-12,NiP,2,dignitas,16
1866,2016-04-12,Enso,13,RCTIC,16
1867,2016-04-12,RCTIC,13,Enso,16
1868,2016-04-12,Enso,14,RCTIC,16
1869,2016-04-12,Virtus.pro,16,FaZe,8
1870,2016-04-12,EnVyUs,14,Tempo Storm,16
1871,2016-04-13,TyLoo,22,Liquid,19
1872,2016-04-13,G2,8,GODSENT,16
1873,2016-04-13,NiP,16,CSGL,8
1874,2016-04-13,EnVyUs,16,FaZe,12
1875,2016-04-13,Luminosity,7,mousesports,16
1876,2016-04-13,Natus Vincere,19,CLG,15
1877,2016-04-13,RCTIC,2,E-frag.net,16
1878,2016-04-13,Astralis,9,dignitas,16
1879,2016-04-13,iNation,6,RB,16
1880,2016-04-13,FlipSid3,16,Escape,11
1881,2016-04-13,FlipSid3,16,Escape,6
1882,2016-04-13,Virtus.pro,16,Tempo Storm,9
1883,2016-04-14,Luminosity,14,TyLoo,16
1884,2016-04-14,TyLoo,7,Luminosity,16
1885,2016-04-14,TyLoo,16,Luminosity,12
1886,2016-04-14,GODSENT,19,CLG,16
1887,2016-04-14,CLG,8,GODSENT,16
1888,2016-04-14,NiP,16,Astralis,5
1889,2016-04-14,NiP,9,Astralis,16
1890,2016-04-14,NiP,16,Astralis,12
1891,2016-04-14,Epiphany Bolt,6,AliGon,16
1892,2016-04-14,AliGon,16,Epiphany Bolt,11
1893,2016-04-14,Enso,5,RCTIC,16
1894,2016-04-14,SK,16,Torpedo,3
1895,2016-04-14,SK,16,Torpedo,12
1896,2016-04-14,EnVyUs,16,Tempo Storm,9
1897,2016-04-14,EnVyUs,16,Tempo Storm,14
1898,2016-04-16,Natus Vincere,16,TyLoo,10
1899,2016-04-16,TyLoo,5,Natus Vincere,16
1900,2016-04-16,dignitas,12,EnVyUs,16
1901,2016-04-16,dignitas,8,EnVyUs,16
1902,2016-04-16,GODSENT,7,mousesports,16
1903,2016-04-16,mousesports,10,GODSENT,16
1904,2016-04-16,XPC,16,GG1337,10
1905,2016-04-16,XPC,16,GG1337,6
1906,2016-04-16,GODSENT,16,mousesports,13
1907,2016-04-16,neXtPlease!,7,RB,16
1908,2016-04-16,NiP,16,Virtus.pro,12
1909,2016-04-16,NiP,16,Virtus.pro,12
1910,2016-04-17,EnVyUs,7,Natus Vincere,16
1911,2016-04-17,Natus Vincere,16,EnVyUs,2
1912,2016-04-17,NiP,16,GODSENT,14
1913,2016-04-17,NiP,16,GODSENT,19
1914,2016-04-17,NiP,16,GODSENT,10
1915,2016-04-17,Natus Vincere,14,NiP,16
1916,2016-04-17,NiP,16,Natus Vincere,14
1917,2016-04-18,CPH Wolves,16,Enso,12
1918,2016-04-18,Enso,13,CPH Wolves,16
1919,2016-04-18,AliGon,12,Enso,16
1920,2016-04-18,AliGon,16,Enso,6
1921,2016-04-18,SK,8,E-frag.net,16
1922,2016-04-18,E-frag.net,12,SK,16
1923,2016-04-18,neXtPlease!,8,Bpro,16
1924,2016-04-19,Virtus.pro,16,FaZe,8
1925,2016-04-19,CPH Wolves,16,Epiphany Bolt,5
1926,2016-04-19,Epiphany Bolt,1,CPH Wolves,16
1927,2016-04-19,mousesports,22,EnVyUs,19
1928,2016-04-19,Virtus.pro,10,FaZe,16
1929,2016-04-19,FaZe,16,Virtus.pro,12
1930,2016-04-19,CS-GO.rs,7,aimclub,16
1931,2016-04-19,mousesports,16,EnVyUs,8
1932,2016-04-19,RCTIC,9,AliGon,16
1933,2016-04-19,RCTIC,7,AliGon,16
1934,2016-04-19,fnatic,16,Natus Vincere,11
1935,2016-04-19,Natus Vincere,16,fnatic,13
1936,2016-04-19,RCTIC,8,Epiphany Bolt,16
1937,2016-04-19,RCTIC,29,Epiphany Bolt,31
1938,2016-04-19,Astralis,16,FaZe,12
1939,2016-04-19,FaZe,9,Astralis,16
