date,team1,score1,team2,score2
2016-02-24 00:00:00,fnatic,16,SK,6
2016-02-24 00:00:00,AlienTech,16,Imp?rio Multim?dia,9
2016-02-24 00:00:00,Imp?rio Multim?dia,11,AlienTech,16
2016-02-21 00:00:00,Refuse,13,Cl4nless,16
2016-02-21 00:00:00,fnatic,16,G2,8
2016-02-21 00:00:00,J2G,19,Expendables,17
2016-02-21 00:00:00,G2,7,fnatic,16
2016-02-21 00:00:00,Infused,6,Barrage,16
2016-02-21 00:00:00,Infused,6,Barrage,16
2016-02-21 00:00:00,dignitas,12,Astralis,16
2016-02-21 00:00:00,MVP.karnal,16,Threats,7
2016-02-21 00:00:00,BX3,22,Publiclir.se,18
2016-02-21 00:00:00,Publiclir.se,10,BX3,16
2016-02-21 00:00:00,Publiclir.se,25,BX3,21
2016-02-21 00:00:00,RCTIC,16,Games4u,4
2016-02-21 00:00:00,RCTIC,16,Games4u,10
2016-02-21 00:00:00,Games4u,16,RCTIC,12
2016-02-21 00:00:00,dignitas,11,Astralis,16
2016-02-20 00:00:00,fnatic,16,EnVyUs,7
2016-02-20 00:00:00,Games4u,16,TzatzikiKlubben,9
2016-02-20 00:00:00,TzatzikiKlubben,14,Games4u,16
2016-02-20 00:00:00,Games4u,12,TzatzikiKlubben,16
2016-02-20 00:00:00,BX3,16,Recursive,12
2016-02-20 00:00:00,Recursive,14,BX3,16
2016-02-20 00:00:00,G2,16,Astralis,13
2016-02-20 00:00:00,dignitas,16,Vexed,5
2016-02-20 00:00:00,Recursive,16,Property fe,8
2016-02-20 00:00:00,Recursive,16,Property fe,3
2016-02-20 00:00:00,LGB fe,7,Games4u,16
2016-02-20 00:00:00,Games4u,16,LGB fe,3
2016-02-20 00:00:00,Astralis,16,EnVyUs,9
2016-02-20 00:00:00,nxl,15,Risky,19
2016-02-20 00:00:00,MiTH,16,dream[S]cape,8
2016-02-20 00:00:00,fnatic,19,dignitas,17
2016-02-20 00:00:00,BX3,7,DenDD,16
2016-02-20 00:00:00,BX3,14,DenDD,16
2016-02-20 00:00:00,Raepmashaekel,16,TzatzikiKlubben,5
